n_gram,freq
why not,3212
how did,3211
his life,3211
this blog,3211
the fire,3211
that people,3209
than that,3209
with two,3209
feels like,3208
thought of,3208
good and,3206
world of,3205
feel the,3204
for any,3204
have more,3202
failed to,3202
compared to,3201
week i,3201
to begin,3200
board of,3195
me out,3194
what if,3194
might not,3193
a look,3192
go for,3192
said and,3192
the death,3191
game and,3191
on you,3191
i came,3186
great time,3185
take care,3183
what about,3183
most important,3177
on april,3177
me as,3175
a pair,3172
was about,3172
i needed,3171
effort to,3170
let you,3169
to grow,3168
on some,3168
from our,3168
being the,3166
a happy,3165
continues to,3165
bottom of,3164
vice president,3164
the scene,3164
the department,3162
for people,3160
white house,3160
at an,3159
because it's,3158
set of,3157
to set,3154
the bar,3154
sure i,3153
doing a,3152
down on,3149
something i,3149
more like,3148
them for,3148
just had,3146
didn't get,3145
a member,3144
don't care,3144
in two,3144
are being,3144
my sister,3143
it off,3143
the song,3143
will always,3142
and say,3141
should i,3140
this day,3138
the need,3137
don't you,3136
oh and,3134
what i'm,3132
the business,3130
give the,3129
the league,3128
at our,3128
closer to,3123
off and,3122
many times,3121
my son,3120
and or,3120
good day,3118
looking to,3118
doesn't have,3117
state and,3116
just for,3114
time we,3114
agreed to,3112
you but,3108
people that,3108
focused on,3107
someone else,3107
can go,3105
in terms,3104
a home,3104
the dark,3103
them all,3102
you never,3101
to enjoy,3101
then we,3099
the band,3098
put in,3097
and don't,3097
here to,3096
was there,3096
them i,3095
aware of,3092
the key,3091
real estate,3091
the gym,3090
a local,3090
like my,3090
to kill,3088
found the,3087
which will,3086
always been,3086
buy a,3085
in april,3085
beginning of,3084
doing the,3084
at times,3084
was great,3083
to offer,3082
time you,3081
and can,3080
the corner,3079
that to,3079
up i,3079
and made,3078
its a,3078
after he,3076
he wants,3075
or at,3073
for free,3072
them the,3071
up from,3070
this and,3070
let it,3069
am going,3068
try and,3068
go with,3067
making it,3066
down in,3065
the rain,3064
can also,3063
the bus,3063
to deal,3061
the north,3061
it's an,3060
be my,3059
will come,3058
day is,3057
the playoffs,3055
a state,3053
do anything,3053
where it,3052
matter what,3052
to hit,3051
an email,3051
of money,3049
a minute,3048
pretty sure,3046
the left,3045
coming out,3042
he told,3041
god is,3040
worry about,3039
no doubt,3038
make up,3036
have my,3036
you've got,3033
so hard,3033
i live,3030
in many,3029
an awesome,3029
worth it,3029
it feels,3028
person who,3027
the deal,3027
the largest,3027
outside of,3026
the light,3026
leave the,3026
to improve,3025
keep up,3023
when my,3019
stay in,3016
the nation,3016
one for,3015
is as,3013
kinds of,3012
the video,3011
been to,3010
life in,3009
but with,3009
the girl,3009
only thing,3007
was it,3006
super bowl,3005
and by,3004
get up,3001
came from,3000
the woman,3000
the company's,3000
for many,2999
just about,2998
the previous,2998
to pass,2997
unable to,2997
millions of,2995
if this,2995
the amount,2994
that of,2994
in june,2991
way that,2990
it or,2988
the life,2983
police said,2983
why are,2982
them on,2982
and i'll,2978
our lives,2976
and many,2975
to another,2974
around and,2973
most people,2971
what did,2969
told him,2969
in town,2969
just in,2968
again i,2967
in may,2965
friday night,2965
i try,2964
the block,2963
be one,2963
on all,2963
two days,2963
fun and,2963
we've got,2961
have seen,2961
has an,2961
this i,2960
the black,2957
need for,2955
saying that,2955
role in,2952
everyone is,2952
can't get,2951
year to,2951
they didn't,2949
the full,2949
could do,2947
this way,2947
i use,2945
if that,2945
related to,2944
it down,2944
moment when,2943
can find,2942
the highest,2942
from your,2942
responsible for,2941
i've seen,2939
think i'm,2937
a hard,2936
ask for,2936
and those,2934
night at,2932
to remember,2932
at her,2931
the situation,2930
the title,2929
haven't been,2929
such an,2929
you find,2928
done with,2927
can have,2926
comes from,2926
in every,2926
and who,2922
is pretty,2921
not an,2921
of water,2918
this year's,2918
it from,2916
exactly what,2915
you did,2915
turns out,2912
a moment,2910
and got,2906
name is,2905
as for,2904
even when,2904
had some,2904
dealing with,2903
know who,2903
there i,2903
about her,2900
remember the,2899
music and,2898
not for,2897
it means,2897
how is,2896
open to,2895
has made,2895
will help,2894
i've ever,2890
they just,2890
are looking,2886
s o,2885
the st,2885
the plan,2885
is doing,2885
the blazers,2885
get into,2884
see my,2881
i bet,2879
matter how,2879
to break,2879
before he,2878
can take,2878
the children,2878
at your,2876
in what,2875
they also,2874
is great,2874
way too,2873
goes to,2873
a recent,2873
case of,2872
me when,2871
was all,2871
block of,2871
not all,2870
as in,2869
more time,2867
me feel,2865
always be,2865
not too,2865
that some,2863
about their,2862
yet to,2861
said of,2860
what does,2860
in st,2859
we must,2858
read it,2858
you still,2857
not like,2857
reason to,2857
will continue,2856
they get,2856
as my,2856
you're going,2854
the s,2854
my birthday,2854
i swear,2853
when your,2852
also have,2849
them with,2849
care about,2847
is and,2847
in february,2846
all night,2845
what she,2844
time is,2844
him the,2844
the senate,2843
a total,2842
thinking of,2841
just finished,2839
after i,2839
work out,2839
children and,2838
well and,2837
as of,2837
decision to,2837
night i,2836
for new,2836
and only,2836
including a,2836
designed to,2834
and over,2833
you with,2831
with other,2831
very well,2831
found in,2830
by an,2830
home from,2829
in november,2828
the fuck,2827
few months,2827
that for,2827
the better,2827
i cannot,2825
was too,2825
of each,2822
example of,2821
more information,2821
time when,2819
the chance,2816
or to,2816
headed to,2812
i missed,2812
fun to,2810
is our,2810
first day,2809
or in,2809
i bought,2809
the nation's,2809
wouldn't be,2806
i keep,2806
in at,2805
win a,2805
the average,2801
to cover,2800
know why,2800
the decision,2799
know where,2799
to attend,2798
to percent,2798
here we,2797
response to,2797
the stage,2797
the result,2796
not yet,2796
power of,2794
a variety,2793
us know,2793
my wife,2792
them out,2792
my name,2791
getting the,2791
where are,2790
sorry i,2790
taking the,2789
be like,2786
really want,2785
from me,2783
about minutes,2783
we're not,2782
and yet,2781
your heart,2777
water and,2777
a life,2776
who i,2774
i'm glad,2772
you be,2771
of love,2769
year of,2768
officials said,2768
from all,2767
of years,2767
there to,2766
people i,2765
wrong with,2765
for dinner,2765
world and,2763
it's about,2762
haha i,2761
wanting to,2761
work to,2759
i ever,2759
so it's,2758
relationship with,2757
with more,2755
and after,2754
is i,2754
head of,2753
just not,2753
now we,2752
said a,2752
you you,2751
has had,2750
you there,2749
forced to,2747
supreme court,2746
to listen,2745
together and,2745
to return,2744
declined to,2744
matter of,2744
out what,2744
that as,2743
good news,2743
was only,2743
them a,2741
the ability,2740
forget to,2740
today at,2738
never be,2737
that no,2736
things in,2736
makes you,2736
came up,2735
realize that,2735
take on,2734
and would,2733
the course,2732
who you,2732
we see,2731
could get,2730
play the,2729
say they,2728
you didn't,2728
know when,2726
the east,2725
to mention,2725
is where,2725
i'd be,2724
in years,2724
in washington,2723
life of,2723
what's up,2722
go through,2722
says he,2722
used the,2722
we've been,2722
now is,2721
us for,2721
does that,2719
the results,2719
here for,2718
because she,2718
a kid,2718
an interview,2716
it back,2716
heading to,2715
get you,2715
a simple,2715
you'll be,2714
came in,2713
to serve,2713
my kids,2713
loss of,2713
from that,2713
i'm on,2712
believe it,2712
much fun,2712
play in,2710
it into,2709
you going,2708
him he,2708
it now,2707
cup of,2706
my brother,2706
can tell,2704
be happy,2703
my daughter,2703
always a,2699
he's not,2699
it did,2698
to discuss,2697
on tv,2697
she will,2695
city and,2695
do and,2695
to people,2694
a baby,2694
something like,2693
their lives,2691
school in,2689
to drive,2689
then he,2689
this game,2684
love for,2683
is over,2683
be with,2681
to ensure,2680
mothers day,2679
hoping to,2679
to fight,2679
are at,2678
talked about,2678
ago i,2677
man i,2677
the month,2676
asked to,2676
now it's,2675
does the,2672
depending on,2671
from you,2671
on may,2670
it if,2669
by and,2668
the sky,2664
sitting in,2663
similar to,2663
lives in,2662
the earth,2662
for lunch,2661
i'm sorry,2660
start of,2658
said his,2658
off of,2657
don't be,2657
about me,2656
this afternoon,2654
by my,2653
the thing,2651
new orleans,2650
get this,2650
too long,2649
here at,2648
the young,2648
the library,2648
it isn't,2647
lot more,2646
my little,2646
in december,2645
guys are,2644
room and,2644
between and,2644
be good,2643
go and,2643
a third,2642
be made,2642
was more,2641
thought that,2641
was pretty,2639
cant wait,2638
their first,2637
me it,2636
out how,2635
to fill,2632
everything is,2631
year ago,2631
and why,2627
and while,2626
his father,2626
just so,2623
lived in,2621
make my,2620
are my,2620
of and,2617
makes a,2617
advantage of,2616
sorry for,2614
the general,2613
in america,2613
my face,2611
so bad,2611
following me,2610
season and,2609
it you,2608
a gift,2606
hear the,2606
be very,2605
a break,2604
the streets,2604
not know,2604
love is,2604
saturday night,2604
looked like,2603
pictures of,2603
the system,2602
remember that,2602
that i've,2600
enough for,2600
down a,2599
this has,2597
is from,2597
he just,2596
i were,2594
of fun,2594
good at,2593
it too,2593
types of,2593
a similar,2592
good night,2591
or just,2590
following the,2590
i learned,2589
bout to,2588
and family,2586
do they,2585
says that,2585
be here,2584
the audience,2581
that just,2580
happen to,2579
this to,2577
a sense,2576
on for,2574
percent to,2573
to post,2573
to choose,2572
i finally,2571
great job,2571
people with,2570
the days,2568
and love,2567
returned to,2566
play with,2566
some more,2565
that much,2564
in these,2564
them as,2563
so this,2562
a plan,2562
want the,2562
used in,2561
a much,2561
i'll have,2560
death of,2560
a world,2559
meet you,2558
to vote,2557
is such,2556
him for,2556
a black,2556
i'm pretty,2554
i wrote,2554
doesn't mean,2554
now on,2554
and every,2554
age of,2554
a list,2553
said this,2553
the picture,2553
maybe i,2552
a song,2552
catch up,2551
the fall,2551
he made,2551
time he,2551
every year,2551
heard of,2549
years to,2548
makes the,2548
york city,2547
had not,2546
i forgot,2543
the subject,2541
toward the,2541
for sharing,2541
city council,2541
he wanted,2540
will see,2540
got some,2540
understand the,2540
know it's,2539
for every,2539
and keep,2538
a public,2537
ago and,2536
time it,2535
she could,2534
of mine,2533
move to,2531
everyone else,2531
week of,2531
and give,2531
still be,2531
a lovely,2528
a show,2528
everyone who,2524
that but,2522
we also,2521
not being,2519
is nothing,2519
see this,2518
too bad,2517
received a,2517
i realized,2516
a call,2515
next day,2514
copy of,2513
in he,2513
other day,2512
have that,2511
and yes,2510
how he,2507
last day,2506
also has,2506
time but,2505
on them,2505
as good,2504
above the,2501
now in,2498
a dream,2497
before they,2497
world is,2495
agree with,2494
to prevent,2494
years later,2494
they know,2493
the art,2491
but is,2491
then it,2490
are they,2490
all is,2489
you haven't,2489
for and,2489
at any,2488
money and,2487
a row,2486
who wants,2485
it right,2485
best to,2485
hang out,2484
the size,2483
is actually,2483
to other,2483
the nba,2483
range of,2483
is better,2482
far from,2482
go home,2482
a national,2482
men and,2480
in bed,2480
that made,2479
i make,2479
make this,2479
i'm really,2479
there in,2477
every single,2474
from one,2473
first of,2471
the agency,2471
i take,2469
is well,2469
a trip,2468
vote for,2468
show up,2468
really like,2466
this new,2466
there a,2464
what kind,2463
points and,2463
though it,2463
she did,2462
life i,2462
where is,2461
beyond the,2461
the giants,2460
is up,2459
your friends,2459
follow the,2458
think this,2456
who knows,2455
than you,2453
a house,2453
my car,2453
people of,2452
this case,2452
these things,2452
that many,2451
think he,2451
the lead,2451
is out,2450
morning and,2450
before it,2449
join the,2449
be doing,2445
all but,2445
what makes,2444
oh i,2444
the evening,2444
an opportunity,2443
and out,2443
or if,2443
do u,2442
and friends,2441
day the,2441
the town,2440
his head,2440
the war,2440
for minutes,2440
here's a,2440
i gotta,2439
three of,2437
someone to,2436
the small,2436
a matter,2433
him as,2433
and were,2433
congrats on,2432
to explain,2432
money for,2431
good time,2431
the use,2429
so when,2429
what's your,2427
you're in,2427
get ready,2426
at school,2423
too i,2423
like they,2422
they said,2422
and another,2422
of three,2420
this past,2419
a difference,2419
thing about,2419
for everyone,2416
people were,2416
being in,2415
would never,2415
or is,2413
too late,2412
the majority,2411
comment on,2411
rid of,2411
write a,2411
easier to,2411
las vegas,2410
that your,2410
been able,2409
the opening,2408
the blog,2407
her in,2406
his name,2406
the river,2406
made my,2404
guess i,2404
law enforcement,2404
would do,2404
have come,2403
regardless of,2403
on with,2403
they all,2402
a reason,2401
our first,2400
we hope,2397
the author,2397
few of,2396
the uk,2396
known for,2394
it this,2393
and maybe,2393
a thing,2393
time at,2392
to close,2392
in when,2391
see them,2391
something about,2390
me about,2389
you're welcome,2389
difference between,2388
is looking,2387
me how,2387
to allow,2387
to pull,2387
are always,2387
and went,2386
today in,2385
the council,2385
way you,2384
appears to,2383
want it,2383
scheduled to,2383
in july,2383
to each,2382
with what,2382
is amazing,2381
tell us,2380
the history,2378
us at,2378
some great,2378
the land,2376
the no,2375
want you,2374
make your,2374
least one,2372
left to,2372
the governor,2371
in both,2370
